account.id,account.name,account.eab_kid,account.contact,account.created_at,account.jwk,account.alg,order.id,order.name,order.status.id,order.status.name,order.notbefore,order.notafter,order.expires,order.identifiers,authorization.id,authorization.name,authorization.type,authorization.value,authorization.expires,authorization.token,authorization.created_at,authorization.status.id,authorization.status.name,challenge.id,challenge.name,challenge.token,challenge.expires,challenge.type,challenge.keyauthorization,challenge.created_at,challenge.status.id,challenge.status.name
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,3,C0I8rUgyHY9c,1,invalid,,,2020-07-31 14:54:46,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}]",6,ja4oRRMZODjs,dns,foo2.bar.local,2020-07-31 14:54:46,- removed - ,2020-07-30 14:54:46,6,expired,11,GNR6Kb5aFLN8,- removed -,2020-07-31 14:54:46,http-01,,2020-07-30 14:54:46,2,pending
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,3,C0I8rUgyHY9c,1,invalid,,,2020-07-31 14:54:46,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}]",6,ja4oRRMZODjs,dns,foo2.bar.local,2020-07-31 14:54:46,- removed - ,2020-07-30 14:54:46,6,expired,12,9A93NLQ6HhMm,- removed -,2020-07-31 14:54:46,dns-01,,2020-07-30 14:54:46,2,pending
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,4,SkcFonuJQH7p,1,invalid,,,2020-07-31 14:55:44,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}]",7,DqQ471vq6wl1,dns,foo1.bar.local,2020-07-31 14:55:44,- removed - ,2020-07-30 14:55:44,6,expired,13,dpt3CV2M2Oms,- removed -,2020-07-31 14:55:44,http-01,,2020-07-30 14:55:44,5,valid
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,4,SkcFonuJQH7p,1,invalid,,,2020-07-31 14:55:44,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}]",7,DqQ471vq6wl1,dns,foo1.bar.local,2020-07-31 14:55:44,- removed - ,2020-07-30 14:55:44,6,expired,14,4dxkoXFubegB,- removed -,2020-07-31 14:55:44,dns-01,,2020-07-30 14:55:44,2,pending
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,4,SkcFonuJQH7p,1,invalid,,,2020-07-31 14:55:44,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}]",8,rex88FoMoseg,dns,foo2.bar.local,2020-07-31 14:55:44,- removed - ,2020-07-30 14:55:44,6,expired,15,N1GyaWgXPMPl,- removed -,2020-07-31 14:55:44,http-01,,2020-07-30 14:55:44,5,valid
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,4,SkcFonuJQH7p,1,invalid,,,2020-07-31 14:55:44,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}]",8,rex88FoMoseg,dns,foo2.bar.local,2020-07-31 14:55:44,- removed - ,2020-07-30 14:55:44,6,expired,16,lLiOl4q4SvCe,- removed -,2020-07-31 14:55:44,dns-01,,2020-07-30 14:55:44,2,pending
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,5,tDXY56holtPf,1,invalid,,,2020-07-31 14:56:22,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}, {""type"": ""dns"", ""value"": ""foo3.bar.local""}]",9,SD8qRrTIfhDH,dns,foo1.bar.local,2020-07-31 14:56:23,- removed - ,2020-07-30 14:56:22,6,expired,17,UdG5vCrPDLCW,- removed -,2020-07-31 14:56:23,http-01,,2020-07-30 14:56:23,5,valid
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,5,tDXY56holtPf,1,invalid,,,2020-07-31 14:56:22,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}, {""type"": ""dns"", ""value"": ""foo3.bar.local""}]",9,SD8qRrTIfhDH,dns,foo1.bar.local,2020-07-31 14:56:23,- removed - ,2020-07-30 14:56:22,6,expired,18,3Z5NjuedCXLT,- removed -,2020-07-31 14:56:23,dns-01,,2020-07-30 14:56:23,2,pending
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,5,tDXY56holtPf,1,invalid,,,2020-07-31 14:56:22,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}, {""type"": ""dns"", ""value"": ""foo3.bar.local""}]",10,NaEtaOh24PkW,dns,foo2.bar.local,2020-07-31 14:56:23,- removed - ,2020-07-30 14:56:22,6,expired,19,qbnIM61sjq2u,- removed -,2020-07-31 14:56:23,http-01,,2020-07-30 14:56:23,5,valid
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,5,tDXY56holtPf,1,invalid,,,2020-07-31 14:56:22,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}, {""type"": ""dns"", ""value"": ""foo3.bar.local""}]",10,NaEtaOh24PkW,dns,foo2.bar.local,2020-07-31 14:56:23,- removed - ,2020-07-30 14:56:22,6,expired,20,o4l2RDVN96Vy,- removed -,2020-07-31 14:56:23,dns-01,,2020-07-30 14:56:23,2,pending
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,5,tDXY56holtPf,1,invalid,,,2020-07-31 14:56:22,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}, {""type"": ""dns"", ""value"": ""foo3.bar.local""}]",11,aTI19nbBWcl5,dns,foo3.bar.local,2020-07-31 14:56:23,- removed - ,2020-07-30 14:56:22,6,expired,21,nNyFNbvttYNy,- removed -,2020-07-31 14:56:23,http-01,,2020-07-30 14:56:23,5,valid
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,5,tDXY56holtPf,1,invalid,,,2020-07-31 14:56:22,"[{""type"": ""dns"", ""value"": ""foo1.bar.local""}, {""type"": ""dns"", ""value"": ""foo2.bar.local""}, {""type"": ""dns"", ""value"": ""foo3.bar.local""}]",11,aTI19nbBWcl5,dns,foo3.bar.local,2020-07-31 14:56:23,- removed - ,2020-07-30 14:56:22,6,expired,22,y1F0Ab1vdmgk,- removed -,2020-07-31 14:56:23,dns-01,,2020-07-30 14:56:23,2,pending
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,6,pMqVtHqIkT64,1,invalid,,,2020-07-31 14:57:24,"[{""type"": ""dns"", ""value"": ""foo4.bar.local""}, {""type"": ""dns"", ""value"": ""foo5.bar.local""}]",12,dhuPBAN2acYV,dns,foo4.bar.local,2020-07-31 14:57:24,- removed - ,2020-07-30 14:57:24,6,expired,23,btH5RRDB0NnX,- removed -,2020-07-31 14:57:24,http-01,,2020-07-30 14:57:25,5,valid
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,6,pMqVtHqIkT64,1,invalid,,,2020-07-31 14:57:24,"[{""type"": ""dns"", ""value"": ""foo4.bar.local""}, {""type"": ""dns"", ""value"": ""foo5.bar.local""}]",12,dhuPBAN2acYV,dns,foo4.bar.local,2020-07-31 14:57:24,- removed - ,2020-07-30 14:57:24,6,expired,24,nJc2ceZEevYq,- removed -,2020-07-31 14:57:24,dns-01,,2020-07-30 14:57:25,2,pending
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,6,pMqVtHqIkT64,1,invalid,,,2020-07-31 14:57:24,"[{""type"": ""dns"", ""value"": ""foo4.bar.local""}, {""type"": ""dns"", ""value"": ""foo5.bar.local""}]",13,OVp6CeUbHoov,dns,foo5.bar.local,2020-07-31 14:57:25,- removed - ,2020-07-30 14:57:24,6,expired,25,euzAbGxVYT7J,- removed -,2020-07-31 14:57:25,http-01,,2020-07-30 14:57:25,5,valid
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,6,pMqVtHqIkT64,1,invalid,,,2020-07-31 14:57:24,"[{""type"": ""dns"", ""value"": ""foo4.bar.local""}, {""type"": ""dns"", ""value"": ""foo5.bar.local""}]",13,OVp6CeUbHoov,dns,foo5.bar.local,2020-07-31 14:57:25,- removed - ,2020-07-30 14:57:24,6,expired,26,uJ87vcrc79Om,- removed -,2020-07-31 14:57:25,dns-01,,2020-07-30 14:57:25,2,pending
2,brykxxUN24fZ,,"[""mailto:certbot@bar.local""]",2020-07-30 14:58:26,"{""e"": ""AQAB"", ""kty"": ""RSA"", ""n"": ""tdHHdbiipJL6KtTOY5cGAy15tHSit3lU-TrkgyrFwnl6tEghS_Seeu5D7aM95--_asRaQCRhukLLVzwlp4NZpx_NI-PUqcPGIOk4yQAuQuxKKcvDMBCo9tYXunVKox6iYnIPVAFFN_5YcQyImP3UTx0Gkv_qfaLCjaFlW33aGjp38EFuLExtXQ9ZseNHOzrOBlz331W6vbYsBVmyMqYMX_vAIxWMpkQSFdlX4n10BzOqoiNqNPHtoZw0chd_gBO8S-yRr8wR3KgFU6baog3Mm-er-I9vzxI7jCow7l_pQIU-p0X2dBaTnkpFJDlsFbSZnSObWe8kre1b7V1pukdpfw""}",RS256,7,bZU4xme1P11D,1,invalid,,,2020-07-31 14:58:49,"[{""type"": ""dns"", ""value"": ""certbot-1.bar.local""}, {""type"": ""dns"", ""value"": ""certbot-2.bar.local""}]",14,CFzsMUGL5hRp,dns,certbot-1.bar.local,2020-07-31 14:58:51,- removed - ,2020-07-30 14:58:49,6,expired,27,GYAQs7xdLgtz,- removed -,2020-07-31 14:58:50,http-01,,2020-07-30 14:58:50,5,valid
2,brykxxUN24fZ,,"[""mailto:certbot@bar.local""]",2020-07-30 14:58:26,"{""e"": ""AQAB"", ""kty"": ""RSA"", ""n"": ""tdHHdbiipJL6KtTOY5cGAy15tHSit3lU-TrkgyrFwnl6tEghS_Seeu5D7aM95--_asRaQCRhukLLVzwlp4NZpx_NI-PUqcPGIOk4yQAuQuxKKcvDMBCo9tYXunVKox6iYnIPVAFFN_5YcQyImP3UTx0Gkv_qfaLCjaFlW33aGjp38EFuLExtXQ9ZseNHOzrOBlz331W6vbYsBVmyMqYMX_vAIxWMpkQSFdlX4n10BzOqoiNqNPHtoZw0chd_gBO8S-yRr8wR3KgFU6baog3Mm-er-I9vzxI7jCow7l_pQIU-p0X2dBaTnkpFJDlsFbSZnSObWe8kre1b7V1pukdpfw""}",RS256,7,bZU4xme1P11D,1,invalid,,,2020-07-31 14:58:49,"[{""type"": ""dns"", ""value"": ""certbot-1.bar.local""}, {""type"": ""dns"", ""value"": ""certbot-2.bar.local""}]",14,CFzsMUGL5hRp,dns,certbot-1.bar.local,2020-07-31 14:58:51,- removed - ,2020-07-30 14:58:49,6,expired,28,I2VWmbwJCtei,- removed -,2020-07-31 14:58:50,dns-01,,2020-07-30 14:58:50,2,pending
2,brykxxUN24fZ,,"[""mailto:certbot@bar.local""]",2020-07-30 14:58:26,"{""e"": ""AQAB"", ""kty"": ""RSA"", ""n"": ""tdHHdbiipJL6KtTOY5cGAy15tHSit3lU-TrkgyrFwnl6tEghS_Seeu5D7aM95--_asRaQCRhukLLVzwlp4NZpx_NI-PUqcPGIOk4yQAuQuxKKcvDMBCo9tYXunVKox6iYnIPVAFFN_5YcQyImP3UTx0Gkv_qfaLCjaFlW33aGjp38EFuLExtXQ9ZseNHOzrOBlz331W6vbYsBVmyMqYMX_vAIxWMpkQSFdlX4n10BzOqoiNqNPHtoZw0chd_gBO8S-yRr8wR3KgFU6baog3Mm-er-I9vzxI7jCow7l_pQIU-p0X2dBaTnkpFJDlsFbSZnSObWe8kre1b7V1pukdpfw""}",RS256,7,bZU4xme1P11D,1,invalid,,,2020-07-31 14:58:49,"[{""type"": ""dns"", ""value"": ""certbot-1.bar.local""}, {""type"": ""dns"", ""value"": ""certbot-2.bar.local""}]",15,JWj1arPPwAbc,dns,certbot-2.bar.local,2020-07-31 14:58:51,- removed - ,2020-07-30 14:58:49,6,expired,29,oo5v1a516Ulr,- removed -,2020-07-31 14:58:50,http-01,,2020-07-30 14:58:50,5,valid
2,brykxxUN24fZ,,"[""mailto:certbot@bar.local""]",2020-07-30 14:58:26,"{""e"": ""AQAB"", ""kty"": ""RSA"", ""n"": ""tdHHdbiipJL6KtTOY5cGAy15tHSit3lU-TrkgyrFwnl6tEghS_Seeu5D7aM95--_asRaQCRhukLLVzwlp4NZpx_NI-PUqcPGIOk4yQAuQuxKKcvDMBCo9tYXunVKox6iYnIPVAFFN_5YcQyImP3UTx0Gkv_qfaLCjaFlW33aGjp38EFuLExtXQ9ZseNHOzrOBlz331W6vbYsBVmyMqYMX_vAIxWMpkQSFdlX4n10BzOqoiNqNPHtoZw0chd_gBO8S-yRr8wR3KgFU6baog3Mm-er-I9vzxI7jCow7l_pQIU-p0X2dBaTnkpFJDlsFbSZnSObWe8kre1b7V1pukdpfw""}",RS256,7,bZU4xme1P11D,1,invalid,,,2020-07-31 14:58:49,"[{""type"": ""dns"", ""value"": ""certbot-1.bar.local""}, {""type"": ""dns"", ""value"": ""certbot-2.bar.local""}]",15,JWj1arPPwAbc,dns,certbot-2.bar.local,2020-07-31 14:58:51,- removed - ,2020-07-30 14:58:49,6,expired,30,eVjIudlTD4CE,- removed -,2020-07-31 14:58:50,dns-01,,2020-07-30 14:58:50,2,pending
1,QMSCUs0MH1j1,kid01,"[""mailto:grindsa3@bar.local""]",2020-07-30 14:52:20,"{""crv"": ""P-256"", ""kty"": ""EC"", ""x"": ""-rKMCLQ5QsdEPxLUj_PCNmd1h2OE8ijI8w9KYkqBmuk"", ""y"": ""GWoJaVTgZBoE95pf0nvhcQcYy1VFadARtJxGMBJ-z9g""}",ES256,8,BbYOopY9ged0,1,invalid,,,2020-07-31 15:02:09,"[{""type"": ""TNAuthList"", ""value"": ""MAqgCBYGMTIzNDU2""}]",16,GIcD3kJS3Pcz,TNAuthList,MAqgCBYGMTIzNDU2,2020-07-31 15:02:10,- removed - ,2020-07-30 15:02:09,6,expired,31,M5OQvzn7t7eu,- removed -,2020-07-31 15:02:10,tkauth-01,,2020-07-30 15:02:10,5,valid
